0,1
293406.0,429730.0
294436.0,426296.0
296153.0,417024.0
294779.0,425952.0
295123.0,431446.0
297183.0,437627.0
297870.0,441061.0
294436.0,440374.0
292719.0,443122.0
298213.0,446212.0
306111.0,446899.0
308858.0,446899.0
307485.0,448616.0
301990.0,451363.0
296840.0,452050.0
298557.0,447929.0
298900.0,446899.0
299587.0,449989.0
299587.0,449302.0
294779.0,452050.0
292719.0,452050.0
291689.0,449989.0
290659.0,450676.0
288942.0,453423.0
286538.0,453423.0
287568.0,451019.0
287912.0,451019.0
286538.0,452050.0
285164.0,455140.0
285508.0,455140.0
284478.0,456857.0
286195.0,457544.0
284821.0,453080.0
285508.0,450333.0
284821.0,456170.0
285508.0,455827.0
285164.0,453423.0
282761.0,448616.0
283448.0,451363.0
283791.0,448959.0
281387.0,446899.0
277267.0,446555.0
273489.0,446899.0
272459.0,445182.0
274520.0,447929.0
276923.0,445182.0
277267.0,438314.0
265935.0,440031.0
267652.0,442778.0
276580.0,444152.0
278984.0,442435.0
283791.0,439688.0
288942.0,440374.0
290315.0,439344.0
291002.0,436597.0
292376.0,434537.0
293062.0,434537.0
292376.0,437284.0
290659.0,438314.0
295809.0,436254.0
298213.0,431446.0
298557.0,428699.0
293749.0,429043.0
293406.0,430416.0
295809.0,430073.0
297870.0,432820.0
297870.0,432477.0
297526.0,432820.0
299243.0,432133.0
300617.0,438314.0
299243.0,442778.0
298557.0,443808.0
297870.0,444495.0
299587.0,444152.0
303021.0,444152.0
305081.0,446212.0
305768.0,445869.0
304051.0,445869.0
300960.0,446212.0
296840.0,449646.0
295123.0,450333.0
298213.0,448959.0
297870.0,447242.0
294436.0,448272.0
291689.0,448616.0
292719.0,447586.0
293749.0,450676.0
292376.0,451363.0
292719.0,451363.0
292376.0,449646.0
290315.0,449646.0
289285.0,447929.0
289972.0,451363.0
288942.0,458917.0
292032.0,460634.0
291345.0,460291.0
288598.0,458917.0
286881.0,455140.0
286195.0,453766.0
284478.0,456514.0
282761.0,456857.0
282417.0,454453.0
281044.0,451019.0
281731.0,447929.0
283791.0,446899.0
280700.0,448616.0
275893.0,445525.0
273146.0,442778.0
271086.0,443122.0
272116.0,443808.0
278984.0,442778.0
283104.0,443465.0
282761.0,445182.0
278640.0,446555.0
280014.0,443122.0
287568.0,441405.0
289972.0,444495.0
287568.0,441748.0
289628.0,435224.0
291002.0,434537.0
291002.0,437627.0
293406.0,440031.0
296840.0,437627.0
296496.0,439001.0
293749.0,436254.0
293749.0,429386.0
295809.0,428356.0
292719.0,431446.0
290315.0,430073.0
289285.0,430416.0
292719.0,419771.0
297870.0,414277.0
298900.0,427669.0
297526.0,436254.0
296153.0,440031.0
296153.0,445182.0
296153.0,446212.0
295809.0,444152.0
302677.0,444838.0
307828.0,442778.0
308171.0,444495.0
303364.0,449989.0
297870.0,449646.0
298900.0,447242.0
301990.0,447586.0
304051.0,450333.0
303364.0,451019.0
300617.0,448959.0
298557.0,449302.0
296153.0,451706.0
293406.0,453080.0
293062.0,453423.0
293406.0,452393.0
291689.0,448616.0
289628.0,448616.0
289972.0,450676.0
289972.0,451363.0
287912.0,456170.0
286538.0,458574.0
284478.0,457887.0
286195.0,456857.0
289972.0,455827.0
288255.0,453423.0
287225.0,452050.0
286195.0,451706.0
285164.0,452050.0
283448.0,451019.0
284821.0,452736.0
283791.0,452393.0
281387.0,447242.0
277267.0,442435.0
275206.0,440718.0
274520.0,442091.0
278640.0,441061.0
279327.0,439001.0
274520.0,440031.0
264218.0,440031.0
269369.0,439688.0
277267.0,440374.0
282417.0,438314.0
288255.0,437627.0
288255.0,439001.0
286881.0,440374.0
289285.0,439344.0
290659.0,437971.0
293749.0,438658.0
296840.0,437971.0
296840.0,436597.0
294092.0,434880.0
294092.0,434194.0
293749.0,427669.0
292032.0,425609.0
294092.0,428356.0
296153.0,434880.0
293062.0,436597.0
297870.0,434537.0
300960.0,434880.0
297526.0,433507.0
297870.0,437627.0
298900.0,445869.0
297183.0,447242.0
296496.0,445869.0
298557.0,444495.0
303021.0,446212.0
308515.0,448959.0
309545.0,447242.0
301990.0,446899.0
298213.0,447929.0
299930.0,448272.0
301990.0,448616.0
301990.0,448959.0
298213.0,449646.0
295809.0,448959.0
293062.0,447586.0
296153.0,448272.0
295123.0,448959.0
292719.0,451019.0
289972.0,452736.0
288255.0,451363.0
289628.0,448616.0
289972.0,448272.0
286538.0,453423.0
286538.0,459261.0
288598.0,462351.0
287912.0,460634.0
285851.0,458230.0
284134.0,455483.0
285508.0,456170.0
284821.0,457887.0
281731.0,457200.0
283104.0,453766.0
283448.0,452050.0
283448.0,454110.0
283791.0,452050.0
279670.0,447929.0
276923.0,446212.0
273489.0,446555.0
274176.0,445869.0
279670.0,444838.0
285508.0,441061.0
285508.0,443122.0
284134.0,443465.0
282761.0,443808.0
284478.0,443465.0
288255.0,444495.0
289285.0,443465.0
291002.0,439688.0
292719.0,439344.0
292719.0,438658.0
294779.0,436597.0
292719.0,437284.0
289285.0,438658.0
289972.0,434194.0
292719.0,430073.0
294779.0,429043.0
294436.0,428356.0
296496.0,430416.0
295466.0,435224.0
295809.0,433163.0
295809.0,419771.0
293062.0,422518.0
294779.0,431446.0
295809.0,436254.0
297870.0,443465.0
299930.0,445525.0
298557.0,445525.0
299930.0,447586.0
305424.0,449646.0
308858.0,449302.0
305768.0,449646.0
301647.0,447929.0
296840.0,446899.0
300617.0,446899.0
300273.0,449302.0
300273.0,450676.0
299930.0,451706.0
296840.0,450333.0
291002.0,448616.0
291345.0,447929.0
293062.0,451019.0
291345.0,451706.0
291689.0,449989.0
287568.0,453423.0
284134.0,452393.0
286538.0,453766.0
285508.0,458574.0
283791.0,460978.0
286195.0,462694.0
287912.0,463725.0
286538.0,458230.0
285164.0,453766.0
282074.0,452736.0
283448.0,453080.0
286538.0,454453.0
287568.0,452050.0
286538.0,449646.0
285508.0,450333.0
282761.0,449989.0
276923.0,450333.0
272459.0,449646.0
271086.0,447242.0
272116.0,440718.0
276580.0,437284.0
277267.0,440031.0
269369.0,439688.0
265592.0,440031.0
274520.0,438314.0
278297.0,442778.0
284134.0,444152.0
289628.0,441748.0
289285.0,442435.0
289285.0,441748.0
286195.0,440031.0
286881.0,438314.0
290315.0,436254.0
293749.0,435910.0
294779.0,435567.0
293406.0,431103.0
290659.0,424922.0
292032.0,425266.0
295466.0,426982.0
298900.0,428356.0
298900.0,433507.0
295809.0,436254.0
296153.0,434194.0
296496.0,435567.0
294436.0,435910.0
296496.0,438658.0
298213.0,442778.0
293749.0,441405.0
296153.0,441405.0
301647.0,440374.0
304394.0,442435.0
307141.0,443808.0
303364.0,443808.0
300617.0,445869.0
302677.0,449646.0
303364.0,449989.0
300273.0,448959.0
297870.0,448959.0
295466.0,448959.0
295809.0,452050.0
295809.0,450676.0
290659.0,450333.0
290315.0,453080.0
292032.0,454453.0
290315.0,453766.0
288598.0,453766.0
286538.0,454110.0
286881.0,452393.0
285851.0,456170.0
286195.0,460291.0
288598.0,462694.0
287225.0,460978.0
283791.0,455140.0
284134.0,452393.0
286195.0,457544.0
284134.0,459947.0
284478.0,459261.0
284821.0,455140.0
282417.0,453423.0
280357.0,453423.0
279670.0,449302.0
276236.0,445869.0
272116.0,444152.0
271772.0,445869.0
273146.0,443122.0
276923.0,440031.0
277953.0,443808.0
274863.0,444838.0
276580.0,443808.0
276923.0,443122.0
278984.0,441748.0
285851.0,441061.0
285508.0,442435.0
286538.0,442091.0
288942.0,442091.0
288942.0,440374.0
291002.0,439344.0
292032.0,439344.0
291689.0,441748.0
292719.0,441748.0
293749.0,435910.0
294436.0,433163.0
294092.0,430760.0
296153.0,429730.0
297183.0,433163.0
295809.0,428356.0
296496.0,418741.0
294436.0,429730.0
295466.0,440031.0
298213.0,442778.0
296840.0,446555.0
297526.0,445525.0
298900.0,446212.0
301647.0,448272.0
304737.0,448959.0
306454.0,451363.0
306798.0,450333.0
301990.0,451706.0
294779.0,454453.0
298557.0,453423.0
301990.0,449989.0
301304.0,451019.0
296153.0,452050.0
297183.0,452393.0
296153.0,453080.0
293406.0,453766.0
293406.0,454797.0
291689.0,454797.0
291689.0,453766.0
288598.0,451706.0
290315.0,451019.0
286881.0,453080.0
283104.0,457200.0
285851.0,459261.0
289972.0,462694.0
290659.0,463038.0
287225.0,459261.0
284821.0,452736.0
281731.0,450676.0
283104.0,454110.0
285851.0,457887.0
284134.0,453423.0
