0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
-35900.0,92526.0,248079.0,408096.0,576011.0,729848.0,871322.0,1041298.0,1201659.0,1361333.0,1521350.0,1683771.0,1825246.0,2017541.0,2140816.0,2310448.0,2490725.0,2611940.0,2776422.0,2937812.0,3123240.0,3262311.0,3420268.0,3585093.0,3696693.0,3863578.0,4035957.0,4186360.0,4360456.0,4541076.0,4728564.0,4852183.0,5016664.0,5179772.0,5301330.0,5474053.0,5633727.0,5811600.0,5927321.0,6121333.0,6286158.0,6389860.00
-35557.0,95616.0,249452.0,411874.0,569144.0,728131.0,875443.0,1038207.0,1201315.0,1360646.0,1525127.0,1684458.0,1827993.0,2018571.0,2138069.0,2311478.0,2488665.0,2608850.0,2778482.0,2934035.0,3122210.0,3262654.0,3418551.0,3583032.0,3695663.0,3863578.0,4041108.0,4184643.0,4357365.0,4540733.0,4730281.0,4853213.0,5017694.0,5178055.0,5302017.0,5475426.0,5634757.0,5814004.0,5933158.0,6120990.0,6285471.0,6391577.00
-36930.0,93899.0,250483.0,414277.0,568457.0,727444.0,876473.0,1038551.0,1201659.0,1362363.0,1523754.0,1684801.0,1831770.0,2023035.0,2137726.0,2310792.0,2486605.0,2608163.0,2778482.0,2933692.0,3120493.0,3264028.0,3419581.0,3583719.0,3691885.0,3864265.0,4042138.0,4184986.0,4357709.0,4546570.0,4730968.0,4852870.0,5017008.0,5176338.0,5302360.0,5474396.0,5638534.0,5816408.0,5935562.0,6121333.0,6283067.0,6394324.00
-36930.0,92869.0,249796.0,413247.0,570861.0,728474.0,876817.0,1043358.0,1204406.0,1363393.0,1525814.0,1687892.0,1830053.0,2024752.0,2137726.0,2311478.0,2487635.0,2614344.0,2776422.0,2938499.0,3122897.0,3268835.0,3423359.0,3580629.0,3689138.0,3864265.0,4041451.0,4183956.0,4356335.0,4550691.0,4731998.0,4853213.0,5017008.0,5177025.0,5300300.0,5471649.0,5637161.0,5816751.0,5937966.0,6122363.0,6283067.0,6394324.00
-33840.0,95959.0,251513.0,411187.0,571891.0,728474.0,875786.0,1043702.0,1205436.0,1365797.0,1526157.0,1690295.0,1823872.0,2023035.0,2141160.0,2311135.0,2489008.0,2618808.0,2776078.0,2941933.0,3120493.0,3267462.0,3425419.0,3578568.0,3693602.0,3864265.0,4039734.0,4185673.0,4357709.0,4545884.0,4734058.0,4856990.0,5019755.0,5176338.0,5297896.0,5471993.0,5637161.0,5813660.0,5939683.0,6124080.0,6282724.0,6393981.00
-31780.0,97676.0,253916.0,411187.0,571547.0,727444.0,874070.0,1041985.0,1203719.0,1362363.0,1527187.0,1689608.0,1825589.0,2023035.0,2144937.0,2310792.0,2485575.0,2621212.0,2778138.0,2941246.0,3117403.0,3264715.0,3422328.0,3580629.0,3693602.0,3864951.0,4042825.0,4191854.0,4357022.0,4542793.0,4731998.0,4857334.0,5018381.0,5177712.0,5294806.0,5471993.0,5637504.0,5811944.0,5940369.0,6124424.0,6281351.0,6392607.00
-29376.0,90809.0,249109.0,412560.0,570861.0,725727.0,877503.0,1045419.0,1203719.0,1360302.0,1528904.0,1687892.0,1827649.0,2024409.0,2142190.0,2309418.0,2485575.0,2618808.0,2777795.0,2940216.0,3117746.0,3261968.0,3420955.0,3581316.0,3688452.0,3867699.0,4046259.0,4192884.0,4356679.0,4544167.0,4730625.0,4856990.0,5020098.0,5177368.0,5298583.0,5473366.0,5635444.0,5814004.0,5942773.0,6120303.0,6278947.0,6392951.00
-29719.0,88748.0,247049.0,411874.0,572578.0,724697.0,878534.0,1047135.0,1201659.0,1360302.0,1526844.0,1689265.0,1829710.0,2022005.0,2139786.0,2305641.0,2489352.0,2617091.0,2776078.0,2941246.0,3119120.0,3261281.0,3422328.0,3580972.0,3685705.0,3867012.0,4045572.0,4190480.0,4355648.0,4544167.0,4733028.0,4860081.0,5019755.0,5181489.0,5299270.0,5472336.0,5634414.0,5812974.0,5944490.0,6119616.0,6276887.0,6394668.00
-33497.0,94929.0,246705.0,408440.0,571547.0,722980.0,876817.0,1044732.0,1199942.0,1357212.0,1528218.0,1688578.0,1824215.0,2023035.0,2142876.0,2305297.0,2489352.0,2615717.0,2779512.0,2941933.0,3119120.0,3262998.0,3421985.0,3579255.0,3685705.0,3861518.0,4041108.0,4188420.0,4355992.0,4547601.0,4734402.0,4860081.0,5014947.0,5183549.0,5299613.0,5471993.0,5638191.0,5811600.0,5942773.0,6119273.0,6279977.0,6392264.00
-35900.0,99393.0,248079.0,411187.0,570174.0,726071.0,877847.0,1044732.0,1200285.0,1356525.0,1531651.0,1685488.0,1818378.0,2023379.0,2140129.0,2307701.0,2489008.0,2617091.0,2780199.0,2943307.0,3118433.0,3261624.0,3420955.0,3580629.0,3689138.0,3863921.0,4042481.0,4188763.0,4355992.0,4548974.0,4735089.0,4855273.0,5017008.0,5182176.0,5298583.0,5471993.0,5640938.0,5809540.0,5942773.0,6116526.0,6278603.0,6390547.00
-35900.0,102484.0,248766.0,412904.0,570861.0,725384.0,878534.0,1046449.0,1202689.0,1360989.0,1532682.0,1683428.0,1818034.0,2022005.0,2139099.0,2307358.0,2485575.0,2621555.0,2777795.0,2943307.0,3116373.0,3260251.0,3419925.0,3580285.0,3691885.0,3865638.0,4047289.0,4189450.0,4358052.0,4548287.0,4735432.0,4855273.0,5016664.0,5179772.0,5297553.0,5471649.0,5641281.0,5806449.0,5943803.0,6118243.0,6279634.0,6386426.00
-35900.0,104544.0,248766.0,411187.0,575325.0,722293.0,882654.0,1047822.0,1202345.0,1362363.0,1529591.0,1685831.0,1821125.0,2022348.0,2143220.0,2309075.0,2485231.0,2622928.0,2778482.0,2943650.0,3117403.0,3256817.0,3419925.0,3582002.0,3691885.0,3864951.0,4048662.0,4185673.0,4357365.0,4546914.0,4734058.0,4860081.0,5018725.0,5177368.0,5297553.0,5473709.0,5640594.0,5805419.0,5946207.0,6117556.0,6281007.0,6388487.00
-37961.0,103514.0,249109.0,412904.0,577042.0,721607.0,880937.0,1047135.0,1201315.0,1359272.0,1527187.0,1688578.0,1820438.0,2022005.0,2146310.0,2307358.0,2486605.0,2620525.0,2779855.0,2944680.0,3115686.0,3257504.0,3427136.0,3584749.0,3694633.0,3868729.0,4048662.0,4183956.0,4357365.0,4547944.0,4735089.0,4865575.0,5023189.0,5180802.0,5297896.0,5468215.0,5641281.0,5806106.0,5947580.0,6117899.0,6281007.0,6388487.00
-37274.0,102484.0,246362.0,412560.0,569831.0,722637.0,881281.0,1045075.0,1198568.0,1356182.0,1527874.0,1688578.0,1818378.0,2023379.0,2145624.0,2305641.0,2484201.0,2621898.0,2781572.0,2946397.0,3113625.0,3260251.0,3427479.0,3582689.0,3693946.0,3871476.0,4049349.0,4194258.0,4355648.0,4548974.0,4734745.0,4866605.0,5023875.0,5182519.0,5296179.0,5465812.0,5642998.0,5803015.0,5945864.0,6117899.0,6280664.0,6386083.00
-38304.0,101110.0,242585.0,417368.0,569487.0,724697.0,881967.0,1045762.0,1198568.0,1356869.0,1528904.0,1687892.0,1817691.0,2024409.0,2146997.0,2305297.0,2481111.0,2625332.0,2780199.0,2944680.0,3113625.0,3260594.0,3424732.0,3577195.0,3691199.0,3870446.0,4052096.0,4200438.0,4355648.0,4551378.0,4736119.0,4866948.0,5023189.0,5181489.0,5296523.0,5468902.0,5639908.0,5799925.0,5946207.0,6116869.0,6278947.0,6387113.00
-41394.0,99050.0,244645.0,419085.0,578072.0,725727.0,883684.0,1048852.0,1197881.0,1356869.0,1525127.0,1687548.0,1818034.0,2024752.0,2145280.0,2302894.0,2479050.0,2623272.0,2779169.0,2943650.0,3112595.0,3262654.0,3418551.0,3577882.0,3691542.0,3869759.0,4053813.0,4202842.0,4355305.0,4550348.0,4737492.0,4864201.0,5023532.0,5179085.0,5299270.0,5472336.0,5638534.0,5801299.0,5946550.0,6117213.0,6277230.0,6386083.00
-45858.0,102484.0,243615.0,418741.0,579789.0,721950.0,886088.0,1050913.0,1197881.0,1354465.0,1526844.0,1683084.0,1819408.0,2026126.0,2143563.0,2302894.0,2479737.0,2622928.0,2779512.0,2943307.0,3112252.0,3261281.0,3418895.0,3586466.0,3693602.0,3870102.0,4051409.0,4206619.0,4355992.0,4547257.0,4739896.0,4858707.0,5018381.0,5175651.0,5298927.0,5469589.0,5638534.0,5799925.0,5947580.0,6117899.0,6279634.0,6383679.00
-45858.0,103857.0,241898.0,418054.0,579789.0,722637.0,883684.0,1052286.0,1202345.0,1351718.0,1531995.0,1680680.0,1817691.0,2026469.0,2143220.0,2303924.0,2484888.0,2623615.0,2776422.0,2944337.0,3112252.0,3257160.0,3423359.0,3592304.0,3688108.0,3871476.0,4052440.0,4208336.0,4354275.0,4547257.0,4741956.0,4860424.0,5014947.0,5178055.0,5296179.0,5465468.0,5638191.0,5799582.0,5946207.0,6118586.0,6282381.0,6380589.00
-43798.0,100767.0,243958.0,413934.0,580819.0,725040.0,881967.0,1049539.0,1204406.0,1352748.0,1536459.0,1683084.0,1818378.0,2025095.0,2144937.0,2305984.0,2481111.0,2624302.0,2773674.0,2945023.0,3113625.0,3257160.0,3424045.0,3589213.0,3685705.0,3871476.0,4054500.0,4207993.0,4353588.0,4549317.0,4740583.0,4860081.0,5015977.0,5182176.0,5296523.0,5464438.0,5639908.0,5799238.0,5947580.0,6119273.0,6281694.0,6382649.00
-42768.0,103857.0,244302.0,411530.0,581162.0,725384.0,883684.0,1049196.0,1207153.0,1352061.0,1536459.0,1682741.0,1816661.0,2025782.0,2147340.0,2307014.0,2474586.0,2622928.0,2777108.0,2948457.0,3112252.0,3255100.0,3421298.0,3590587.0,3691199.0,3869415.0,4051753.0,4205933.0,4352558.0,4546570.0,4738866.0,4860424.0,5014947.0,5183549.0,5300987.0,5466842.0,5639908.0,5798208.0,5947237.0,6116182.0,6278260.0,6384709.00
-41738.0,104887.0,243958.0,410157.0,580475.0,728818.0,888835.0,1050913.0,1205092.0,1355495.0,1532338.0,1682054.0,1819751.0,2025439.0,2142533.0,2308045.0,2475960.0,2619838.0,2777452.0,2948114.0,3113282.0,3253383.0,3419238.0,3586123.0,3693602.0,3868385.0,4051066.0,4206963.0,4353245.0,4546227.0,4737149.0,4860424.0,5014261.0,5183206.0,5299270.0,5473023.0,5642311.0,5797865.0,5948267.0,6119273.0,6276543.0,6386426.00
-44485.0,104201.0,246019.0,409813.0,582536.0,732252.0,889865.0,1049196.0,1204749.0,1359272.0,1529591.0,1684458.0,1822498.0,2027156.0,2141503.0,2305641.0,2478020.0,2620181.0,2775391.0,2947771.0,3115686.0,3253383.0,3418208.0,3590930.0,3694289.0,3868042.0,4052783.0,4205246.0,4350841.0,4544167.0,4734402.0,4858707.0,5012887.0,5176338.0,5293432.0,5475083.0,5645402.0,5798208.0,5952044.0,6122707.0,6274826.0,6387113.00
-46202.0,107291.0,243615.0,411530.0,582536.0,730878.0,887462.0,1049196.0,1209900.0,1358242.0,1528561.0,1686175.0,1820438.0,2028873.0,2142876.0,2306328.0,2479050.0,2621555.0,2772644.0,2950174.0,3114312.0,3254070.0,3418551.0,3592991.0,3700813.0,3865638.0,4054156.0,4204559.0,4352901.0,4543480.0,4735432.0,4859051.0,5012200.0,5173934.0,5289655.0,5475426.0,5643685.0,5799925.0,5954448.0,6122363.0,6276200.0,6387800.00
-44828.0,107635.0,241555.0,409813.0,583566.0,729848.0,886088.0,1046449.0,1211617.0,1354465.0,1527531.0,1683428.0,1819751.0,2028186.0,2139786.0,2308045.0,2481111.0,2625676.0,2773674.0,2942963.0,3110535.0,3255100.0,3417521.0,3589213.0,3703561.0,3861174.0,4056217.0,4203872.0,4357365.0,4544853.0,4735432.0,4859394.0,5009453.0,5173934.0,5291029.0,5475770.0,5642655.0,5801985.0,5952044.0,6117899.0,6278947.0,6386426.00
-47575.0,105918.0,240868.0,406723.0,584596.0,730878.0,883341.0,1045419.0,1210930.0,1353091.0,1528904.0,1682397.0,1820438.0,2028529.0,2137382.0,2310448.0,2481797.0,2629109.0,2772988.0,2942620.0,3110878.0,3257504.0,3418208.0,3587496.0,3700813.0,3863921.0,4055187.0,4203529.0,4354962.0,4543137.0,4735775.0,4859394.0,5008080.0,5174965.0,5292746.0,5475770.0,5639908.0,5801642.0,5952731.0,6117213.0,6279977.0,6386770.00
-49636.0,103857.0,239151.0,410500.0,582879.0,730535.0,882998.0,1046792.0,1210587.0,1356182.0,1529248.0,1683771.0,1820782.0,2026812.0,2139443.0,2312509.0,2482141.0,2627049.0,2772301.0,2945023.0,3113625.0,3258534.0,3417864.0,3586466.0,3697380.0,3867355.0,4054500.0,4203872.0,4354275.0,4543137.0,4733715.0,4855617.0,5007736.0,5173248.0,5294806.0,5476113.0,5637847.0,5799582.0,5951014.0,6115496.0,6280664.0,6390204.00
-46202.0,103514.0,236404.0,409813.0,583223.0,732938.0,884714.0,1050569.0,1209900.0,1360989.0,1525127.0,1685144.0,1816661.0,2023035.0,2137382.0,2313195.0,2484888.0,2624989.0,2768524.0,2943993.0,3113969.0,3256474.0,3414774.0,3588183.0,3697380.0,3865638.0,4054843.0,4205589.0,4353931.0,4542450.0,4733372.0,4855617.0,5011170.0,5172904.0,5296866.0,5476800.0,5638534.0,5797865.0,5950328.0,6117899.0,6281351.0,6390890.00
-46889.0,102827.0,236060.0,409470.0,586313.0,733282.0,887462.0,1053660.0,1212647.0,1357212.0,1523754.0,1684801.0,1811510.0,2022348.0,2135665.0,2313882.0,2484201.0,2623272.0,2766120.0,2940903.0,3112252.0,3250979.0,3415117.0,3587840.0,3698066.0,3864265.0,4053470.0,4204559.0,4354618.0,4541076.0,4734058.0,4855960.0,5010140.0,5175308.0,5297553.0,5476113.0,5639908.0,5796148.0,5948267.0,6120646.0,6282724.0,6388487.00
-47232.0,108665.0,239151.0,407066.0,587687.0,733968.0,885058.0,1054690.0,1214707.0,1351374.0,1524784.0,1678620.0,1812540.0,2024065.0,2136009.0,2316629.0,2484201.0,2623272.0,2766463.0,2942620.0,3110535.0,3252353.0,3414431.0,3587496.0,3699097.0,3863235.0,4052096.0,4202842.0,4357365.0,4540389.0,4729594.0,4853900.0,5008423.0,5175651.0,5295493.0,5478860.0,5642655.0,5794431.0,5949297.0,6117899.0,6284098.0,6385396.00
-45515.0,109351.0,241898.0,407066.0,586313.0,734999.0,880594.0,1055377.0,1215394.0,1355495.0,1524784.0,1680337.0,1809793.0,2022005.0,2138756.0,2313195.0,2483858.0,2624645.0,2766807.0,2942620.0,3108475.0,3255100.0,3412370.0,3587840.0,3697380.0,3861861.0,4054156.0,4202499.0,4359082.0,4540733.0,4728221.0,4853900.0,5003959.0,5176338.0,5295149.0,5478517.0,5641968.0,5793744.0,5948954.0,6115839.0,6285815.0,6387113.00
-47575.0,105574.0,240524.0,406379.0,583566.0,734655.0,878534.0,1054003.0,1213334.0,1362363.0,1523410.0,1688578.0,1810137.0,2020975.0,2135665.0,2311822.0,2477333.0,2622585.0,2770241.0,2938499.0,3108818.0,3253726.0,3413400.0,3588183.0,3699097.0,3861518.0,4060681.0,4202499.0,4359426.0,4540389.0,4728221.0,4855273.0,4999152.0,5176682.0,5298927.0,5478173.0,5639564.0,5794774.0,5946894.0,6113435.0,6283754.0,6394324.00
-47919.0,103171.0,237434.0,401915.0,581162.0,732252.0,880937.0,1051256.0,1212304.0,1363736.0,1522037.0,1688235.0,1813227.0,2020288.0,2134979.0,2314226.0,2478707.0,2620868.0,2769554.0,2936782.0,3107444.0,3250979.0,3412714.0,3586466.0,3701500.0,3862204.0,4058964.0,4204902.0,4360799.0,4540389.0,4728908.0,4855960.0,5003959.0,5176682.0,5299957.0,5475426.0,5637504.0,5794774.0,5945177.0,6109315.0,6276200.0,6397071.00
-46202.0,102140.0,239151.0,403289.0,582536.0,729848.0,881967.0,1050913.0,1214020.0,1362363.0,1518946.0,1688235.0,1818721.0,2021662.0,2133948.0,2316629.0,2486605.0,2617778.0,2770241.0,2937126.0,3108818.0,3251666.0,3410997.0,3585780.0,3699783.0,3863235.0,4057590.0,4209710.0,4361143.0,4541763.0,4726847.0,4855960.0,5005332.0,5173591.0,5296866.0,5476457.0,5634757.0,5789967.0,5945177.0,6110345.0,6282037.0,6396728.00
-44828.0,105574.0,241211.0,403976.0,586313.0,730878.0,877503.0,1052630.0,1215737.0,1365110.0,1520663.0,1688578.0,1819408.0,2020631.0,2133262.0,2312509.0,2489008.0,2616404.0,2771614.0,2936439.0,3108818.0,3256817.0,3411683.0,3585780.0,3699783.0,3863921.0,4055530.0,4210740.0,4362859.0,4537986.0,4725817.0,4856990.0,5004646.0,5172561.0,5296179.0,5478860.0,5634414.0,5787563.0,5946894.0,6107941.0,6288218.0,6395011.00
