t,x,flags
28218196,208,0
28219234,390,0
28220271,311,0
28221308,533,0
28222342,198,0
28223378,16776894,0
28224414,16776808,0
28225450,16776340,0
28226487,16775855,0
28227523,16775573,0
28228559,16774828,0
28229596,16774711,0
28230630,16775660,0
28231667,16776412,0
28232704,16776769,0
28233740,16777028,0
28234776,2,0
28235813,486,0
28236850,737,0
28237887,691,0
28238923,315,0
28239957,30,0
28240994,16776787,0
28242031,16775965,0
28243066,16775481,0
28244102,16775277,0
28245138,16775010,0
28246175,16774801,0
28247209,16775342,0
28248246,16775303,0
28249283,16776484,0
28250319,16776913,0
28251356,16777021,0
28252393,339,0
28253429,579,0
28254464,916,0
28255502,623,0
28256537,16777018,0
28257572,16776374,0
28258609,16776022,0
28259645,16775819,0
28260681,16775830,0
28261718,16775497,0
28262753,16774678,0
28263789,16775109,0
28264826,16776002,0
28265862,16776673,0
28266898,16776548,0
28267933,16777048,0
28268972,289,0
28270008,431,0
28271042,944,0
28272081,733,0
28273116,16777066,0
28274151,16776798,0
28275188,16776889,0
28276225,16776505,0
28277261,16776053,0
28278295,16775792,0
28279333,16774829,0
28280368,16775087,0
28281404,16775245,0
28282441,16776341,0
28283476,112,0
28284514,397,0
28285550,234,0
28286588,379,0
28287624,1533,0
28288659,999,0
28289696,370,0
28290731,16776890,0
28291767,16776219,0
28292804,16775541,0
28293840,16775527,0
28294875,16775553,0
28295910,16774704,0
28296947,16775227,0
28297984,16775766,0
28299020,16776697,0
28300057,157,0
28301094,350,0
28302129,467,0
28303166,764,0
28304202,1426,0
28305239,895,0
28306274,16777029,0
28307309,16776099,0
28308346,16775806,0
28309382,16775809,0
28310418,16775698,0
28311455,16775462,0
28312491,16774719,0
28313526,16775063,0
28314562,16775367,0
28315600,16776017,0
28316635,16776854,0
28317671,12,0
28318708,193,0
28319745,354,0
28320782,561,0
28321817,151,0
28322853,16776905,0
28323888,16776107,0
28324923,16776192,0
28325962,16775951,0
28326998,16775498,0
28328033,16775460,0
28329070,16774484,0
28330105,16773204,0
28331141,16773764,0
28332178,16775756,0
28333215,16776985,0
28334251,71,0
28335288,354,0
28336323,498,0
28337361,1509,0
28338396,993,0
28339433,133,0
28340468,16776737,0
28341504,16775718,0
28342542,16774505,0
28343576,16774053,0
28344611,16775266,0
28345649,16774675,0
28346684,16774632,0
28347721,16775301,0
28348757,16775357,0
28349794,16776534,0
28350830,16776711,0
28351866,103,0
28352904,293,0
28353940,835,0
28354975,816,0
28356010,108,0
28357045,16776408,0
28358083,16776038,0
28359119,16775948,0
28360155,16775651,0
28361190,16775414,0
28362229,16774439,0
28363265,16774581,0
28364301,16775761,0
28365336,16776267,0
28366373,16776903,0
28367409,50,0
28368447,287,0
28369480,384,0
28370516,960,0
28371554,1011,0
28372591,29,0
28373627,16776505,0
28374661,16776390,0
28375698,16775810,0
28376735,16775439,0
28377770,16775595,0
28378807,16774895,0
28379841,16775040,0
28380880,16775799,0
28381916,16775521,0
28382951,16776671,0
28383987,16777209,0
28385025,220,0
28386061,490,0
28387096,994,0
28388134,705,0
28389169,16777062,0
28390206,16776519,0
28391240,16776070,0
28392277,16775637,0
28393313,16775405,0
28394349,16774744,0
28395386,16774298,0
28396422,16774614,0
28397457,16775252,0
28398493,16776166,0
28399531,16776805,0
28400568,16776551,0
28401603,16776738,0
28402639,16777058,0
28403678,821,0
28404713,706,0
28405748,175,0
28406784,16776858,0
28407818,16776188,0
28408857,16775834,0
28409892,16775524,0
28410929,16775535,0
28411965,16775036,0
28413002,16774932,0
28414037,16775339,0
28415073,16775353,0
28416109,16776231,0
28417145,16776900,0
28418181,16777111,0
28419219,79,0
28420255,475,0
28421293,797,0
28422327,510,0
28423364,16776877,0
28424399,16776345,0
28425436,16775995,0
28426471,16775645,0
28427507,16775578,0
28428544,16775030,0
28429580,16774488,0
28430614,16775296,0
28431652,16776169,0
28432689,16776054,0
28433724,16776364,0
28434762,16777085,0
28435799,319,0
28436834,264,0
28437872,809,0
28438908,321,0
28439942,16776730,0
28440978,16776241,0
28442016,16775687,0
28443051,16775486,0
28444087,16775843,0
28445122,16775406,0
28446159,16774898,0
28447196,16775501,0
28448231,16775395,0
28449267,16776306,0
28450305,11,0
28451340,16777007,0
28452377,79,0
28453413,147,0
28454451,793,0
28455485,736,0
28456521,16777059,0
28457557,16776361,0
28458594,16775903,0
28459631,16775549,0
28460664,16775420,0
28461703,16775541,0
28462738,16774903,0
28463775,16775525,0
28464811,16776023,0
28465846,16776378,0
28466882,176,0
28467918,224,0
28468957,662,0
28469992,836,0
28471027,1200,0
28472063,904,0
28473099,16777137,0
28474136,16776409,0
28475173,16775978,0
28476209,16775962,0
28477244,16775553,0
28478282,16775441,0
28479316,16775146,0
28480353,16775233,0
28481391,16775517,0
28482426,16776010,0
28483462,16776895,0
28484497,192,0
28485536,598,0
28486572,638,0
28487608,1029,0
28488644,628,0
28489681,290,0
28490716,16776897,0
28491751,16776314,0
28492787,16776346,0
28493823,16776066,0
28494859,16775107,0
28495896,16774602,0
28496931,16775612,0
28497970,16776449,0
28499006,16776999,0
28500043,295,0
28501077,392,0
28502114,425,0
28503150,250,0
28504186,977,0
28505224,651,0
28506259,479,0
28507294,16777133,0
28508330,16776614,0
28509366,16776337,0
28510403,16775931,0
28511439,16775724,0
28512476,16774569,0
28513512,16774906,0
28514546,16775320,0
28515584,16775565,0
28516620,16776955,0
28517654,16777112,0
28518693,79,0
28519726,16777096,0
28520765,450,0
28521801,502,0
28522838,122,0
28523874,16776837,0
28524911,16776061,0
28525944,16775644,0
28526980,16775344,0
28528018,16775205,0
28529054,16774936,0
28530090,16775051,0
28531126,16775424,0
28532163,16776441,0
28533199,16776910,0
28534235,16776844,0
28535271,136,0
28536308,2,0
28537346,649,0
28538382,586,0
28539417,77,0
28540453,16776745,0
28541488,16776158,0
28542524,16775936,0
28543562,16775909,0
28544596,16775374,0
28545634,16774761,0
28546670,16774637,0
28547705,16775113,0
28548741,16776123,0
28549778,134,0
28550815,16776971,0
28551851,116,0
28552888,93,0
28553925,677,0
28554959,900,0
28555996,173,0
28557033,16776927,0
28558067,16776602,0
28559105,16775933,0
28560138,16775292,0
28561174,16775384,0
28562213,16774877,0
28563248,16775197,0
28564284,16775410,0
28565322,16775917,0
28566356,16776624,0
28567393,16776698,0
28568430,16777027,0
28569465,16777159,0
28570503,630,0
28571538,994,0
28572574,444,0
28573610,16776630,0
28574647,16776050,0
28575682,16775736,0
28576718,16775236,0
28577756,16774970,0
28578791,16774342,0
28579829,16774402,0
28580863,16775198,0
28581901,16774986,0
28582936,16775878,0
28583973,16776465,0
28585008,16776988,0
28586045,204,0
28587082,211,0
28588118,161,0
28589154,16777066,0
28590191,16776533,0
28591226,16775790,0
28592261,16775603,0
28593297,16775228,0
28594334,16775259,0
28595371,16774605,0
28596408,16774521,0
28597442,16775102,0
28598479,16776069,0
28599516,16776554,0
28600552,16776955,0
28601587,16777190,0
28602625,221,0
28603660,536,0
28604697,474,0
28605733,5,0
28606769,16776556,0
28607805,16775810,0
28608840,16775456,0
28609876,16775332,0
28610913,16775323,0
28611949,16775065,0
28612986,16774670,0
28614021,16775287,0
28615057,16775230,0
28616093,16776150,0
28617131,16776735,0
28618169,295,0
28619203,87,0
28620240,243,0
28621276,800,0
28622312,255,0
28623348,16776794,0
28624384,16776109,0
28625419,16775636,0
28626457,16775503,0
28627492,16775285,0
28628528,16775193,0
28629564,16774612,0
28630602,16774993,0
28631638,16775773,0
28632674,16776495,0
28633709,16776673,0
28634746,16777003,0
28635782,134,0
28636819,203,0
28637856,634,0
28638892,149,0
28639927,16777057,0
28640963,16776109,0
28642001,16775693,0
28643036,16775519,0
28644072,16775491,0
28645107,16775245,0
28646145,16774493,0
28647180,16774707,0
28648215,16775171,0
28649253,16775934,0
28650288,16776752,0
28651325,16777050,0
28652363,290,0
28653398,247,0
28654436,717,0
28655470,118,0
28656505,16776848,0
28657541,16776158,0
28658577,16776068,0
28659613,16775904,0
28660649,16775324,0
28661687,16774786,0
28662723,16774472,0
28663758,16775343,0
28664795,16776233,0
28665831,16776379,0
28666867,16776410,0
28667905,16776973,0
28668941,16777081,0
28669975,16777111,0
28671014,364,0
28672048,252,0
28673085,16776697,0
28674121,16776265,0
28675156,16776132,0
28676194,16775939,0
28677229,16775586,0
28678265,16775262,0
28679302,16774504,0
28680337,16775000,0
28681374,16775361,0
28682410,16775642,0
28683446,16776844,0
28684484,16777061,0
28685519,16776946,0
28686556,141,0
28687592,955,0
28688629,807,0
28689663,16777209,0
28690699,16776153,0
28691736,16776125,0
28692771,16776066,0
28693808,16775339,0
28694843,16775300,0
28695880,16774776,0
28696917,16775436,0
28697954,16775937,0
28698991,16776459,0
28700027,16776473,0
28701061,16776856,0
28702099,99,0
28703136,286,0
28704172,1296,0
28705208,1138,0
28706243,468,0
28707278,16777126,0
28708316,16776731,0
28709351,16776234,0
28710387,16775626,0
28711423,16775704,0
28712460,16775301,0
28713495,16775572,0
28714533,16775983,0
28715569,16776017,0
28716605,16776788,0
28717639,16775352,0
28718678,16775991,0
28719715,323,0
28720750,985,0
28721786,994,0
28722821,16777111,0
28723860,16776493,0
28724893,16776116,0
28725931,16775782,0
28726966,16775590,0
28728002,16775167,0
28729039,16774643,0
28730075,16774884,0
28731112,16775790,0
28732148,16776817,0
28733184,16777007,0
28734221,26,0
28735257,560,0
28736293,227,0
28737330,815,0
28738366,514,0
28739401,16776754,0
28740437,16776697,0
28741473,16776689,0
28742510,16776002,0
28743545,16775163,0
28744581,16775042,0
28745618,16774199,0
28746654,16774254,0
28747690,16775145,0
28748726,16775282,0
28749762,16776147,0
28750800,16776999,0
28751834,16777172,0
28752871,16777119,0
28753909,917,0
28754946,739,0
28755978,16777136,0
28757016,16776618,0
28758052,16776308,0
28759089,16775991,0
28760124,16775366,0
28761160,16775326,0
28762198,16774783,0
28763234,16774805,0
28764269,16775255,0
28765306,16775841,0
28766342,16776707,0
28767378,16776894,0
28768414,16777143,0
28769451,399,0
28770488,703,0
28771524,758,0
28772559,226,0
28773596,16776861,0
28774631,16776403,0
28775667,16776087,0
28776703,16775601,0
28777739,16775536,0
28778776,16774886,0
28779813,16774849,0
28780847,16775150,0
28781884,16775233,0
28782920,16776153,0
28783957,16776916,0
28784992,16776652,0
28786029,16776804,0
28787068,587,0
28788104,634,0
28789139,16776949,0
28790175,16776545,0
28791211,16776063,0
28792248,16775533,0
28793283,16775213,0
28794319,16774798,0
28795354,16774704,0
28796391,16774254,0
28797427,16775081,0
28798464,16775442,0
28799501,16775925,0
28800535,16776608,0
28801573,154,0
28802608,16777209,0
28803647,695,0
28804682,395,0
28805718,16777083,0
28806753,16776716,0
28807790,16776006,0
28808827,16775957,0
28809862,16775548,0
28810897,16775582,0
28811934,16774716,0
28812970,16774090,0
28814008,16774938,0
28815042,16775234,0
28816079,16775862,0
28817116,16776747,0
28818152,280,0
28819189,766,0
28820225,578,0
28821262,1045,0
28822298,619,0
28823333,16776921,0
28824368,16776391,0
28825405,16776010,0
28826441,16775859,0
28827478,16775019,0
28828512,16774728,0
28829549,16774582,0
28830585,16775199,0
28831623,16775507,0
28832657,16776360,0
28833693,16776300,0
28834730,16776658,0
28835767,16776833,0
28836801,16777168,0
28837841,619,0
28838876,264,0
28839911,16776772,0
28840947,16776202,0
28841984,16775687,0
28843020,16775635,0
28844055,16775292,0
28845091,16775084,0
28846127,16774616,0
28847163,16775292,0
28848202,16774933,0
28849235,16775560,0
28850273,16776639,0
28851310,16776783,0
28852345,16776984,0
28853381,16777198,0
28854420,701,0
28855454,144,0
28856491,16776761,0
28857527,16775498,0
28858562,16774240,0
28859598,16775114,0
28860636,16774857,0
28861671,16774766,0
28862707,16774268,0
28863744,16774964,0
28864780,16775438,0
28865817,16775914,0
28866852,16776238,0
28867887,16776672,0
28868924,88,0
28869961,16776966,0
28870997,422,0
28872034,410,0
28873068,16777154,0
28874106,16776734,0
28875142,16775860,0
28876177,16775386,0
28877214,16775261,0
28878251,16774782,0
28879285,16774352,0
28880323,16775205,0
28881358,16775111,0
28882397,16775445,0
28883431,16776372,0
28884468,16776426,0
28885504,16777047,0
28886541,202,0
28887578,861,0
28888614,858,0
28889649,16776930,0
28890685,16776331,0
28891720,16776139,0
28892757,16776153,0
28893793,16775415,0
28894828,16775582,0
28895866,16774902,0
28896902,16775020,0
28897937,16775555,0
28898975,16776753,0
28900012,16776502,0
28901047,16776914,0
28902085,337,0
28903121,287,0
28904156,1127,0
28905192,712,0
28906230,267,0
28907264,16776293,0
28908300,16775772,0
28909336,16775421,0
28910372,16775185,0
28911408,16775361,0
28912446,16774409,0
28913480,16774896,0
28914517,16775413,0
28915553,16775557,0
28916591,16776479,0
28917625,16776684,0
28918661,16777185,0
28919700,335,0
28920736,1061,0
28921773,779,0
28922809,351,0
28923842,16776836,0
28924880,16776461,0
28925915,16776210,0
28926952,16775693,0
28927987,16775752,0
28929025,16774891,0
28930059,16774896,0
28931096,16775179,0
28932131,16776150,0
28933170,16776463,0
28934204,16777142,0
28935242,223,0
28936278,90,0
28937314,450,0
28938351,815,0
28939386,430,0
28940422,16776834,0
28941457,16776032,0
28942494,16775335,0
28943528,16775160,0
28944566,16775314,0
28945602,16775111,0
28946638,16774888,0
28947676,16775451,0
28948710,16775646,0
28949748,16776705,0
28950783,16777089,0
28951820,16777023,0
28952855,16777142,0
28953893,784,0
28954928,992,0
28955965,454,0
28957001,16776580,0
28958037,16776262,0
28959074,16775962,0
28960108,16775574,0
28961145,16775062,0
28962182,16774754,0
28963217,16774800,0
28964254,16775700,0
28965289,16776156,0
28966325,16776352,0
28967364,16776559,0
28968400,16777085,0
28969436,162,0
28970473,370,0
28971510,883,0
28972545,334,0
28973581,16776971,0
28974617,16776037,0
28975651,16775158,0
28976689,16775539,0
28977725,16775462,0
28978762,16774781,0
28979799,16774523,0
28980834,16775539,0
28981869,16775563,0
28982905,16776422,0
28983941,16776844,0
28984978,16777193,0
28986014,184,0
28987052,281,0
28988088,642,0
28989125,307,0
28990159,16776496,0
28991194,16775598,0
28992232,16775503,0
28993267,16775581,0
28994303,16775153,0
28995339,16774968,0
28996378,16774429,0
28997411,16775204,0
28998449,16775769,0
28999484,16776048,0
29000520,16776258,0
29001558,16776749,0
29002593,388,0
29003629,88,0
29004666,430,0
29005703,107,0
29006738,16776657,0
29007775,16776540,0
29008810,16776079,0
29009846,16775812,0
29010882,16775279,0
29011919,16774911,0
29012956,16774420,0
29013992,16774794,0
29015028,16774779,0
29016064,16775686,0
29017100,16776732,0
29018136,16777068,0
29019171,16777072,0
29020209,121,0
29021246,766,0
29022282,387,0
29023318,16776971,0
29024352,16776328,0
29025389,16775792,0
29026426,16775838,0
29027461,16775623,0
29028497,16775231,0
29029535,16774877,0
29030572,16775461,0
29031606,16776319,0
29032642,16776398,0
29033680,16776455,0
29034715,16777101,0
29035750,16777122,0
29036787,16777103,0
29037824,511,0
29038861,403,0
29039894,16777088,0
29040933,16776799,0
29041966,16776176,0
29043004,16775638,0
29044040,16775343,0
29045077,16774882,0
29046114,16774510,0
29047148,16775074,0
29048185,16775313,0
29049220,16775632,0
29050260,16776541,0
29051295,16776947,0
29052331,121,0
29053368,268,0
29054403,1252,0
29055439,1472,0
29056475,448,0
29057511,16776456,0
29058547,16776082,0
29059584,16775686,0
29060621,16775514,0
29061655,16775138,0
29062692,16774586,0
29063728,16775569,0
29064765,16775889,0
29065802,16775978,0
29066837,16776919,0
29067873,92,0
29068909,16777159,0
29069946,16777075,0
29070984,585,0
29072020,41,0
29073054,16777058,0
29074091,16775975,0
29075126,16775748,0
29076163,16775714,0
29077200,16775957,0
29078234,16775159,0
29079271,16774170,0
29080309,16774837,0
29081342,16775384,0
29082379,16775591,0
29083417,16776811,0
29084452,16776870,0
29085488,16777091,0
29086525,194,0
29087563,839,0
29088599,347,0
29089633,16776544,0
29090671,16776053,0
29091705,16775575,0
29092741,16775411,0
29093778,16774820,0
29094813,16775156,0
29095851,16774747,0
29096886,16775101,0
29097922,16775602,0
29098958,16776228,0
29099994,16776896,0
29101031,16776816,0
29102068,16776882,0
29103105,201,0
29104140,988,0
29105178,329,0
29106213,16776637,0
29107248,16776194,0
29108284,16775574,0
29109320,16775195,0
29110356,16775135,0
29111394,16775430,0
29112430,16774627,0
29113466,16774635,0
29114502,16775373,0
29115536,16775576,0
29116574,16776230,0
29117612,16776555,0
29118647,16776934,0
29119682,16777151,0
29120719,236,0
29121754,464,0
29122792,75,0
29123827,16776612,0
29124864,16776023,0
29125901,16775439,0
29126935,16774992,0
29127971,16775062,0
29129010,16774203,0
29130045,16774676,0
29131080,16775142,0
29132118,16776026,0
29133153,16776127,0
29134191,16776821,0
29135226,187,0
29136261,16777106,0
29137300,271,0
29138334,156,0
29139370,16777056,0
29140407,16776813,0
29141444,16776479,0
29142479,16775645,0
29143513,16775312,0
29144551,16775285,0
29145588,16774722,0
29146624,16774843,0
29147661,16775433,0
29148697,16774979,0
29149732,16775884,0
29150768,16777080,0
29151805,115,0
29152839,16777212,0
29153877,396,0
29154915,619,0
29155950,203,0
29156985,16776876,0
29158023,16776465,0
29159059,16775933,0
29160095,16775517,0
29161131,16775538,0
29162166,16775142,0
29163202,16775050,0
29164238,16775606,0
29165275,16776214,0
29166311,16776674,0
29167348,16776807,0
29168385,16776797,0
29169420,16776967,0
29170457,473,0
29171494,1033,0
29172531,553,0
29173564,16776936,0
29174601,16776255,0
29175636,16776260,0
29176673,16776109,0
29177710,16775531,0
29178746,16774946,0
29179782,16774350,0
29180818,16774755,0
29181853,16775167,0
29182890,16776189,0
29183928,16777053,0
29184963,35,0
29186001,16777005,0
29187036,312,0
29188072,636,0
29189108,17,0
29190144,16776715,0
29191180,16776327,0
29192217,16775959,0
29193253,16775702,0
29194288,16775338,0
29195325,16774565,0
29196361,16774843,0
29197396,16775270,0
29198432,16776140,0
29199468,16776440,0
29200506,16776745,0
29201543,268,0
29202581,373,0
29203615,210,0
29204652,273,0
29205687,16776766,0
29206724,16776532,0
29207760,16776554,0
29208795,16776056,0
29209831,16775936,0
29210867,16775423,0
29211903,16774732,0
29212941,16774813,0
29213976,16775405,0
29215012,16775346,0
29216048,16775996,0
29217085,16776729,0
29218120,16777121,0
29219157,98,0
29220194,107,0
29221231,523,0
29222266,135,0
29223302,16776699,0
29224337,16776071,0
29225374,16776093,0
29226410,16775824,0
29227446,16775548,0
29228484,16774953,0
29229520,16774425,0
29230555,16775335,0
29231591,16775836,0
29232629,16776522,0
29233665,16776893,0
29234700,190,0
29235737,332,0
29236772,16776674,0
29237810,16776509,0
29238847,305,0
29239882,195,0
29240917,16776687,0
29241954,16776003,0
29242990,16775859,0
29244026,16775916,0
29245061,16775258,0
29246099,16774565,0
29247133,16775316,0
29248171,16775967,0
29249207,16776749,0
29250242,16777190,0
29251279,16776902,0
29252314,16777199,0
29253352,474,0
29254388,482,0
29255426,289,0
29256460,16776787,0
29257498,16776461,0
29258531,16776118,0
29259569,16775543,0
29260604,16775410,0
29261641,16775333,0
29262678,16774843,0
29263714,16774859,0
29264749,16775290,0
29265786,16776217,0
29266822,16776883,0
29267857,16777024,0
29268894,156,0
29269932,530,0
29270967,1002,0
29272004,937,0
29273038,504,0
29274076,16776562,0
29275111,16776512,0
29276147,16776385,0
29277183,16775663,0
29278219,16775488,0
29279256,16774580,0
29280292,16774870,0
29281328,16775225,0
29282365,16775747,0
29283400,16776908,0
29284438,16777039,0
29285474,33,0
29286511,364,0
29287546,945,0
29288584,762,0
29289619,79,0
29290655,16776783,0
29291689,16776082,0
29292726,16775636,0
29293762,16775382,0
29294798,16775603,0
29295834,16774792,0
29296870,16775058,0
29297908,16775775,0
29298944,16776621,0
29299978,16777100,0
29301016,156,0
29302054,21,0
29303090,262,0
29304125,947,0
29305162,1074,0
29306197,78,0
29307234,16776935,0
29308269,16776274,0
29309306,16775883,0
29310341,16775299,0
29311377,16774992,0
29312413,16774848,0
29313451,16774883,0
29314486,16775383,0
29315523,16775546,0
29316559,16776892,0
29317595,16776898,0
29318632,16776970,0
29319667,4,0
29320705,628,0
29321742,829,0
29322775,416,0
29323812,16777189,0
29324848,16776430,0
29325885,16775862,0
29326920,16775496,0
29327957,16775474,0
29328993,16774788,0
29330030,16774674,0
29331065,16775383,0
29332102,16776589,0
29333139,16776821,0
29334172,16777088,0
29335211,254,0
29336247,121,0
29337284,638,0
29338320,455,0
29339354,16776680,0
29340391,16776371,0
29341427,16776372,0
29342464,16776014,0
29343499,16775639,0
29344535,16775582,0
29345573,16774867,0
29346608,16774562,0
29347644,16775270,0
29348679,16775272,0
29349716,16776360,0
29350753,16777139,0
29351791,322,0
29352826,185,0
29353864,811,0
29354899,967,0
29355936,282,0
29356970,16776678,0
29358006,16776216,0
29359042,16775768,0
29360079,16775812,0
29361116,16775011,0
29362152,16774665,0
29363188,16774753,0
29364224,16775125,0
29365259,16776276,0
29366296,16776734,0
29367330,16777104,0
29368368,396,0
29369405,385,0
29370443,571,0
29371479,731,0
29372514,402,0
29373550,16776799,0
29374586,16776695,0
29375623,16776570,0
29376657,16775599,0
29377694,16775555,0
29378729,16775164,0
29379767,16775033,0
29380802,16775528,0
29381840,16775721,0
29382874,16776816,0
29383913,515,0
29384950,331,0
29385984,220,0
29387022,367,0
29388057,421,0
29389093,63,0
29390129,16776850,0
29391164,16776702,0
29392201,16775758,0
29393236,16775303,0
29394272,16775598,0
29395308,16775304,0
29396346,16774313,0
29397381,16774596,0
29398416,16776096,0
29399454,16777022,0
29400492,343,0
29401526,252,0
29402563,344,0
29403600,748,0
29404638,1347,0
29405673,839,0
29406708,135,0
29407744,16776697,0
29408779,16776222,0
29409817,16775517,0
29410853,16775454,0
29411886,16775280,0
29412925,16774802,0
29413960,16775585,0
29414998,16775738,0
29416034,16775749,0
29417070,16776858,0
29418107,262,0
29419143,234,0
29420179,409,0
29421217,1285,0
29422251,1150,0
29423288,814,0
29424322,16777093,0
29425359,16776583,0
29426395,16776267,0
29427431,16775868,0
29428468,16775790,0
29429503,16775390,0
29430541,16775994,0
29431577,16776454,0
29432613,16776795,0
29433647,16777150,0
29434685,280,0
29435722,264,0
29436759,682,0
29437795,1267,0
29438831,759,0
29439865,16777210,0
29440902,16776635,0
29441937,16776344,0
29442973,16776156,0
29444010,16776048,0
29445045,16775628,0
29446082,16774820,0
29447120,16775425,0
29448156,16775469,0
29449191,16775768,0
29450227,16776876,0
29451263,16777174,0
29452301,419,0
29453338,531,0
29454373,1250,0
29455410,639,0
29456445,118,0
29457481,16776758,0
29458517,16776345,0
29459554,16776057,0
29460589,16776163,0
29461626,16775722,0
29462662,16774878,0
29463697,16775116,0
29464734,16775886,0
29465771,16776746,0
29466807,22,0
29467844,356,0
29468880,233,0
29469917,257,0
29470953,1131,0
29471989,844,0
29473025,16776787,0
29474059,16776206,0
29475096,16776265,0
29476132,16776230,0
29477170,16775813,0
29478204,16775641,0
29479241,16774956,0
29480278,16774959,0
29481313,16775322,0
29482350,16775843,0
29483386,16777051,0
29484422,16777173,0
29485459,328,0
29486494,488,0
29487532,1079,0
29488568,767,0
29489603,17,0
29490640,16776746,0
29491674,16776260,0
29492711,16776107,0
29493748,16775946,0
29494783,16775618,0
29495821,16774438,0
29496855,16773032,0
29497892,16774615,0
29498930,16776522,0
29499965,16776903,0
29501002,16776978,0
29502038,16776961,0
29503075,181,0
29504111,858,0
29505147,1304,0
29506183,558,0
29507218,16777046,0
29508254,16776423,0
29509291,16776023,0
29510326,16776125,0
29511361,16775656,0
29512398,16774904,0
29513435,16774764,0
29514469,16775256,0
29515508,16775763,0
29516543,16776896,0
29517581,16777053,0
29518617,114,0
29519653,520,0
29520690,1061,0
29521725,955,0
29522762,431,0
29523798,26,0
29524833,16776307,0
29525870,16775851,0
29526906,16775530,0
29527941,16775247,0
29528977,16775322,0
29530015,16775219,0
29531050,16775638,0
29532086,16776606,0
29533124,16776773,0
29534160,138,0
29535196,387,0
29536233,618,0
29537269,1118,0
29538305,1113,0
29539340,22,0
29540377,16776466,0
29541412,16776235,0
29542447,16776112,0
29543484,16775603,0
29544520,16775570,0
29545558,16774833,0
29546593,16774593,0
29547629,16775594,0
29548664,16775564,0
29549701,16776270,0
29550737,16777016,0
29551772,16777152,0
29552813,357,0
29553847,736,0
29554884,1031,0
29555920,475,0
29556956,16776817,0
29557991,16776488,0
29559027,16776141,0
29560063,16776000,0
29561100,16776093,0
29562135,16775367,0
29563173,16775039,0
29564208,16775295,0
29565246,16776489,0
29566280,16777111,0
29567317,16777064,0
29568351,16777136,0
29569390,16777050,0
29570427,588,0
29571463,1107,0
29572499,352,0
29573535,16776765,0
29574570,16776315,0
29575607,16775794,0
29576642,16775872,0
29577679,16775589,0
29578713,16775120,0
29579752,16774682,0
29580787,16775122,0
29581823,16775209,0
29582859,16775840,0
29583897,16776809,0
29584932,16776930,0
29585969,98,0
29587007,493,0
29588042,953,0
29589079,645,0
29590114,16776945,0
29591150,16776558,0
29592185,16776226,0
29593222,16775940,0
29594257,16775407,0
29595295,16774915,0
29596331,16774619,0
29597366,16775492,0
29598403,16776277,0
29599439,16776761,0
29600474,16777110,0
29601511,16777203,0
29602548,172,0
29603586,275,0
29604621,935,0
29605658,527,0
29606693,16777041,0
29607728,16776342,0
29608766,16775797,0
29609802,16775509,0
29610838,16774949,0
29611872,16775340,0
29612910,16774867,0
29613946,16774929,0
29614980,16775304,0
29616018,16775682,0
29617054,16776115,0
29618091,16776701,0
29619126,16777159,0
29620163,145,0
29621201,837,0
29622237,622,0
29623272,16776543,0
29624308,16776488,0
29625343,16776302,0
29626380,16775761,0
29627416,16775419,0
29628452,16775131,0
29629488,16774622,0
29630524,16774752,0
29631560,16775832,0
29632598,16776558,0
29633634,16776739,0
29634669,16776940,0
29635706,166,0
29636743,475,0
29637779,1078,0
29638816,884,0
29639853,333,0
29640886,16776355,0
29641923,16775891,0
29642958,16775622,0
29643996,16775508,0
29645033,16775778,0
29646068,16774868,0
29647105,16774685,0
29648141,16774913,0
29649177,16775471,0
29650211,16777128,0
29651248,100,0
29652285,90,0
29653321,470,0
29654358,1220,0
29655394,624,0
29656431,69,0
29657467,16776543,0
29658503,16775965,0
29659539,16775425,0
29660575,16775435,0
29661611,16775465,0
29662647,16774886,0
29663683,16774887,0
29664720,16775789,0
29665754,16776368,0
29666790,16776632,0
29667828,217,0
29668866,761,0
29669902,858,0
29670937,1107,0
29671974,847,0
29673009,148,0
29674043,16776648,0
29675081,16776442,0
29676118,16775997,0
29677153,16775581,0
29678189,16775201,0
29679226,16774359,0
29680261,16774856,0
29681296,16775280,0
29682335,16775435,0
29683371,16776915,0
29684406,16777189,0
29685444,332,0
29686480,328,0
29687516,929,0
29688552,816,0
29689588,16776921,0
29690624,16776536,0
29691659,16776212,0
29692696,16775594,0
29693731,16775266,0
29694768,16775186,0
29695805,16774691,0
29696842,16774733,0
29697877,16775269,0
29698913,16776330,0
29699949,16776643,0
29700986,16776942,0
29702022,130,0
29703059,490,0
29704095,905,0
29705132,1141,0
29706167,446,0
29707202,16776836,0
29708240,16776213,0
29709275,16775635,0
29710310,16775298,0
29711346,16775400,0
29712383,16774720,0
29713419,16774736,0
29714456,16775430,0
29715493,16775515,0
29716529,16776799,0
29717563,16777140,0
29718601,238,0
29719639,269,0
29720674,468,0
29721711,1107,0
29722747,516,0
29723782,16776727,0
29724818,16776109,0
29725855,16775983,0
29726891,16775870,0
29727928,16775725,0
29728962,16775086,0
29730001,16774862,0
29731035,16775653,0
29732071,16776345,0
29733107,16776660,0
29734143,120,0
29735181,167,0
29736219,277,0
29737254,623,0
29738291,1381,0
29739325,446,0
29740361,16777068,0
29741396,16776656,0
29742434,16775825,0
29743470,16775637,0
29744505,16775607,0
29745542,16775507,0
